ID,性别,年龄,注册时间,文化程度,毕业院校,学习形式,征信记录,借款用途,还款来源,工作信息,收入情况,网络借贷平台待还余额,成功借款次数,成功还款次数,正常还清次数,逾期（0-15天）还清次数,逾期（15天以上）还清次数,资金运用情况,其他事项,累计借款金额,待还金额,单笔最高借款金额,历史最高负债
127961892,男,33,2016/09/06,无,无,无,暂未提供,装修,个人存款,私营业主,8000-15000（含8000）,暂未提供,1,6,3,3,0,装修,暂无,2500.00,0.00,2500.00,2880.78
127961893,男,18,2018/04/01,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,5,4,1,0,日常消费,暂无,2500.00,1902.74,2500.00,3399.34
127961894,男,21,2017/06/05,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,5,5,0,0,日常消费,暂无,1000.00,0.00,1000.00,1359.60
127961898,男,31,2017/10/21,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,2,2,0,0,日常消费,暂无,2500.00,0.00,2500.00,2808.45
127961899,男,31,2015/09/09,无,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,"76,428.00",3,24,21,3,0,日常消费,暂无,19170.00,5060.46,11200.00,13565.16
127961901,女,22,2018/09/11,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127961902,男,24,2017/03/26,无,无,无,暂未提供,装修,薪资收入,暂未提供,8000-15000（含8000）,"1,735.00",4,15,15,0,0,装修,暂无,18100.00,0.00,8000.00,9417.90
127961903,男,30,2017/05/07,本科,上海理工大学,普通,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,4,26,7,19,0,旅游,暂无,25814.00,1263.08,11000.00,12961.04
127961904,男,19,2018/06/14,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,"1,866.00",1,2,2,0,0,日常消费,暂无,600.00,471.96,600.00,707.94
127961905,男,33,2017/09/29,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,5,23,21,2,0,日常消费,暂无,4869.00,493.06,1500.00,1805.26
127961907,男,32,2016/06/18,无,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,暂未提供,1,7,7,0,0,日常消费,暂无,1000.00,554.00,1000.00,1359.60
127961910,男,24,2015/01/01,无,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,"3,700.00",1,1,1,0,0,日常消费,暂无,1000.00,0.00,1000.00,1163.33
127961914,女,31,2017/09/13,无,无,无,暂未提供,兼职创业,个人存款,暂未提供,5000-8000（含5000）,暂未提供,3,15,15,0,0,兼职创业,暂无,7419.00,3295.12,3000.00,5741.51
127961915,女,22,2017/01/06,专科,重庆工商大学,成人,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,2,10,10,0,0,医疗,暂无,6638.00,4438.76,4000.00,7697.44
127961916,男,33,2017/03/27,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,2,5,1,1,0,日常消费,暂无,1800.00,0.00,1000.00,1982.76
127961917,男,27,2016/05/09,本科,南京工业大学浦江学院,普通,暂未提供,兼职创业,薪资收入,暂未提供,5000-8000（含5000）,"5,646.00",18,109,92,5,0,兼职创业,暂无,20921.00,755.82,2000.00,4843.68
127961919,女,39,2016/08/21,无,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,"34,754.00",7,49,43,5,0,装修,暂无,33613.00,5885.02,8680.00,16242.24
127961920,男,28,2018/05/13,无,无,无,暂未提供,日常消费,经营收入,私营业主,2000-5000（含2000）,暂未提供,1,2,2,0,0,日常消费,暂无,4000.00,0.00,4000.00,5439.96
127961924,男,31,2015/12/06,无,无,无,暂未提供,旅游,薪资收入,私营业主,8000-15000（含8000）,暂未提供,7,32,31,1,0,旅游,暂无,11357.00,2312.08,2010.00,4740.34
127961925,男,32,2015/05/12,无,无,无,暂未提供,旅游,经营收入,暂未提供,5000-8000（含5000）,暂未提供,10,32,30,2,0,旅游,暂无,10792.00,0.00,1500.00,2808.95
127961926,男,29,2016/05/29,无,无,无,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,3,3,0,0,医疗,暂无,850.00,501.45,850.00,1002.90
127961928,男,23,2015/11/13,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,5,30,25,5,0,日常消费,暂无,11100.00,0.00,4300.00,5094.78
127961929,男,22,2016/12/15,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,5,26,24,2,0,日常消费,暂无,7550.00,1030.56,1950.00,2474.76
127961930,女,50,2016/02/14,无,无,无,暂未提供,装修,经营收入,私营业主,15000及以上,"139,291.00",12,100,94,6,0,装修,暂无,34227.00,1396.31,5377.00,9458.07
127961931,男,24,2014/11/20,专科,杭州万向职业技术学院,普通,暂未提供,旅游,投资收入,暂未提供,8000-15000（含8000）,"10,145.00",2,10,8,2,0,旅游,暂无,11241.00,6442.90,8000.00,10877.64
127961932,男,31,2017/08/25,无,无,无,暂未提供,装修,经营收入,暂未提供,8000-15000（含8000）,暂未提供,0,0,0,0,0,装修,暂无,0.00,0.00,0.00,0.00
127961934,男,19,2017/01/13,无,无,无,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,2,12,11,1,0,医疗,暂无,1500.00,0.00,750.00,852.24
127961937,女,32,2017/12/09,无,无,无,暂未提供,日常消费,经营收入,私营业主,2000-5000（含2000）,"49,025.00",1,3,3,0,0,日常消费,暂无,30000.00,26536.14,30000.00,35381.52
127961940,男,28,2018/04/26,无,无,无,暂未提供,兼职创业,个人存款,暂未提供,2000-5000（含2000）,暂未提供,0,0,0,0,0,兼职创业,暂无,0.00,0.00,0.00,0.00
127961941,男,32,2015/08/05,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,13,37,31,5,0,日常消费,暂无,20713.00,4859.03,5605.00,7762.68
127961943,男,28,2016/04/17,无,无,无,有逾期,其他贷款,日常消费,薪资收入,暂未提供,8000-15000（含8000）,1,3,2,1,0,日常消费,暂无,9000.00,5082.00,9000.00,10164.00
127961944,男,32,2015/06/21,无,无,无,暂未提供,生产经营,经营收入,私营业主,8000-15000（含8000）,"17,131.00",1,0,0,0,0,生产经营,暂无,4200.00,4577.76,4200.00,4577.76
127961946,女,39,2017/04/29,无,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,暂未提供,4,36,24,12,0,日常消费,暂无,8898.00,0.00,4900.00,6808.63
127961947,女,26,2018/09/11,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127961948,男,36,2017/07/29,专科,陕西省政法管理干部学院,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,6,43,41,2,0,日常消费,暂无,25293.00,12027.82,8978.00,12655.85
127961949,男,36,2016/05/13,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"6,899.00",1,3,3,0,0,日常消费,暂无,1000.00,0.00,1000.00,1122.36
127961950,男,22,2017/11/25,无,无,无,暂未提供,日常消费,个人存款,暂未提供,2000以下,"1,886.00",2,7,5,2,0,日常消费,暂无,3000.00,0.00,1500.00,1849.32
127961951,男,20,2016/10/20,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,6,19,16,3,0,日常消费,暂无,8804.00,0.00,2000.00,2442.61
127961955,女,27,2017/07/01,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,"53,840.00",1,2,2,0,0,日常消费,暂无,3300.00,2595.96,3300.00,3893.94
127961956,男,46,2016/12/09,无,无,无,暂未提供,日常消费,个人存款,私营业主,8000-15000（含8000）,暂未提供,5,38,35,3,0,日常消费,暂无,28535.00,4893.49,9809.00,17731.26
127961960,男,32,2016/07/04,无,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,暂未提供,1,12,1,8,3,日常消费,暂无,3500.00,0.00,3500.00,3677.85
127961961,男,30,2017/04/19,专科,邵阳职业技术学院,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"13,617.00",8,42,28,14,0,日常消费,暂无,48898.00,10239.84,15000.00,17281.81
127961962,男,28,2018/05/25,无,无,无,暂未提供,生产经营,薪资收入,私营业主,5000-8000（含5000）,暂未提供,1,3,1,2,0,生产经营,暂无,1000.00,0.00,1000.00,1115.18
127961967,男,40,2018/02/01,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127961968,男,30,2016/12/05,无,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,暂未提供,19,105,103,2,0,日常消费,暂无,76627.00,23526.07,8055.00,24884.07
127961970,男,36,2017/02/19,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,2,24,23,1,0,日常消费,暂无,3174.00,0.00,2074.00,3500.10
127961971,男,21,2018/03/08,无,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,暂未提供,1,2,2,0,0,日常消费,暂无,750.00,0.00,750.00,817.47
127961972,男,39,2016/12/21,无,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,"74,001.00",8,52,50,2,0,日常消费,暂无,23808.00,14069.26,9300.00,15628.03
127961973,男,23,2018/06/02,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,3,0,3,0,日常消费,暂无,4000.00,4319.85,4000.00,5249.10
127961974,女,25,2018/01/18,无,无,无,暂未提供,医疗,个人存款,暂未提供,5000-8000（含5000）,暂未提供,1,0,0,0,0,医疗,暂无,1000.00,1179.90,1000.00,1179.90
127961976,男,23,2017/10/01,无,无,无,暂未提供,装修,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,2,10,0,9,0,装修,暂无,19000.00,3765.54,9500.00,12105.06
127961982,男,25,2016/08/28,无,无,无,有逾期,住房贷，其他贷款,装修,薪资收入,私营业主,5000-8000（含5000）,1,3,3,0,0,装修,暂无,1000.00,0.00,1000.00,1215.00
127961983,男,30,2016/07/27,无,无,无,暂未提供,旅游,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,0,0,0,0,0,旅游,暂无,0.00,0.00,0.00,0.00
127961984,女,20,2016/09/07,无,无,无,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,10,44,39,5,0,医疗,暂无,9585.00,1503.62,2100.00,3106.76
127961985,男,29,2017/03/14,专科,长江大学,成人,有逾期,其他贷款,生产经营,投资收入,私营业主,8000-15000（含8000）,11,65,38,22,0,生产经营,暂无,28273.00,7495.30,7000.00,12519.90
127961988,男,28,2017/08/20,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,5,26,26,0,0,日常消费,暂无,5600.00,1084.38,2000.00,2404.62
127961990,女,27,2015/11/28,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,"2,200.00",3,21,17,4,0,日常消费,暂无,22000.00,6354.00,10000.00,14908.16
127961993,男,33,2016/04/22,无,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,暂未提供,4,18,15,3,0,日常消费,暂无,6238.00,1371.12,2500.00,3118.11
127961995,女,28,2016/10/15,无,无,无,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,"12,100.00",38,154,144,7,0,医疗,暂无,87012.00,4989.33,7000.00,15708.90
127961996,男,28,2018/03/26,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,5,4,1,0,日常消费,暂无,2000.00,1522.15,2000.00,2744.51
127962001,男,29,2016/11/04,专科,云南经济管理学院,普通,暂未提供,生产经营,个人存款,暂未提供,5000-8000（含5000）,暂未提供,1,3,3,0,0,生产经营,暂无,15400.00,8811.36,15400.00,17622.72
127962002,男,30,2017/10/22,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,3,16,16,0,0,日常消费,暂无,3607.00,550.71,1607.00,3151.31
127962003,男,38,2017/01/06,无,无,无,暂未提供,日常消费,薪资收入,私营业主,8000-15000（含8000）,"88,167.00",13,78,74,4,0,日常消费,暂无,51391.00,10408.65,9559.00,18890.24
127962004,男,29,2016/04/22,无,无,无,暂未提供,日常消费,个人存款,暂未提供,5000-8000（含5000）,暂未提供,6,12,11,1,0,日常消费,暂无,8000.00,0.00,2600.00,3795.52
127962007,男,25,2016/12/30,无,无,无,暂未提供,旅游,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,4,21,20,1,0,旅游,暂无,5000.00,0.00,3500.00,4213.16
127962010,男,26,2015/09/02,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127962012,男,30,2016/07/19,无,无,无,暂未提供,日常消费,薪资收入,私营业主,15000及以上,"9,206.00",3,10,7,3,0,日常消费,暂无,6612.00,4716.70,5000.00,6798.84
127962014,男,41,2017/09/21,无,无,无,暂未提供,医疗,经营收入,私营业主,2000-5000（含2000）,暂未提供,6,27,22,5,0,医疗,暂无,9522.00,1058.84,2500.00,4252.60
127962016,男,27,2017/03/19,专科,华北水利水电大学,成人,有逾期,其他贷款,日常消费,薪资收入,暂未提供,5000-8000（含5000）,2,9,6,3,0,日常消费,暂无,11720.00,0.00,5920.00,6855.72
127962017,男,24,2016/09/05,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,15000及以上,暂未提供,2,3,2,1,0,日常消费,暂无,3600.00,0.00,2100.00,2369.46
127962018,女,25,2016/04/30,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"21,976.00",30,193,178,9,0,日常消费,暂无,43470.00,5702.03,4000.00,11475.11
127962020,男,27,2017/03/16,无,无,无,暂未提供,日常消费,个人存款,公务员,5000-8000（含5000）,"4,595.00",3,17,11,6,0,日常消费,暂无,8350.00,340.70,4000.00,4569.30
127962022,女,25,2016/05/08,无,无,无,暂未提供,旅游,经营收入,暂未提供,5000-8000（含5000）,暂未提供,17,78,57,21,0,旅游,暂无,44947.00,0.00,7100.00,14703.75
127962023,男,30,2017/07/10,专科,中央广播电视大学,成人,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,"13,522.00",3,10,10,0,0,日常消费,暂无,13354.00,0.00,6300.00,7070.88
127962026,男,21,2016/10/23,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,6,1,2,3,日常消费,暂无,1000.00,0.00,1000.00,1129.72
127962027,男,36,2016/01/13,专科,中央广播电视大学,成人,暂未提供,日常消费,薪资收入,私营业主,8000-15000（含8000）,暂未提供,4,24,15,9,0,日常消费,暂无,12500.00,2295.72,3500.00,5384.88
127962028,女,27,2015/12/15,无,无,无,暂未提供,旅游,经营收入,私营业主,8000-15000（含8000）,"10,010.00",4,40,37,1,0,旅游,暂无,16614.00,0.00,8270.00,11438.82
127962030,男,31,2018/09/10,无,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,"2,600.00",0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127962032,男,28,2015/10/12,专科,吉林大学,网络教育,暂未提供,装修,薪资收入,私营业主,8000-15000（含8000）,"50,305.00",0,0,0,0,0,装修,暂无,0.00,0.00,0.00,0.00
127962037,女,48,2017/03/17,无,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127962038,女,25,2016/10/03,专科,商丘医学高等专科学校,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"82,164.00",13,85,83,2,0,日常消费,暂无,37463.00,13423.84,5000.00,19368.99
127962039,男,30,2015/11/29,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"1,800.00",5,32,31,1,0,日常消费,暂无,9743.00,1306.61,3000.00,3411.54
127962042,男,22,2015/06/16,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,5,4,1,0,日常消费,暂无,2005.00,1555.19,2005.00,2726.19
127962046,男,33,2016/07/12,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,11,63,60,3,0,日常消费,暂无,28950.00,0.00,6777.00,12789.80
127962048,男,21,2018/02/21,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,"11,234.00",1,2,2,0,0,日常消费,暂无,388.00,439.40,388.00,527.28
127962049,男,22,2016/12/08,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,"3,456.00",1,3,3,0,0,日常消费,暂无,1000.00,589.95,1000.00,1179.90
127962050,男,30,2017/07/05,无,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,5,27,26,1,0,装修,暂无,14755.00,0.00,9000.00,10490.85
127962052,女,27,2018/03/05,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,1,1,1,0,0,日常消费,暂无,4000.00,0.00,4000.00,4719.78
127962053,男,33,2016/05/30,无,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,暂未提供,4,11,11,0,0,日常消费,暂无,7500.00,2602.38,2900.00,3682.56
127962054,男,28,2017/09/05,专科,镇江市高等专科学校,普通,暂未提供,兼职创业,薪资收入,暂未提供,5000-8000（含5000）,"12,099.00",0,0,0,0,0,兼职创业,暂无,0.00,0.00,0.00,0.00
127962055,女,28,2018/06/08,无,无,无,暂未提供,旅游,经营收入,私营业主,15000及以上,暂未提供,1,2,0,2,0,旅游,暂无,1950.00,708.49,1950.00,2160.91
127962056,女,34,2016/02/28,本科,中南财经政法大学,自考,暂未提供,兼职创业,薪资收入,暂未提供,2000-5000（含2000）,"19,015.00",19,52,39,8,0,兼职创业,暂无,37357.00,0.00,4210.00,13050.27
127962058,男,24,2017/09/23,无,无,无,暂未提供,日常消费,投资收入,暂未提供,5000-8000（含5000）,"7,000.00",4,20,18,2,0,日常消费,暂无,5097.00,2296.71,3000.00,4079.88
127962059,女,27,2017/04/01,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,"5,902.00",10,48,48,0,0,日常消费,暂无,22473.00,6595.94,6092.00,8273.17
127962060,男,27,2018/05/08,无,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,0,0,0,0,0,装修,暂无,0.00,0.00,0.00,0.00
127962062,男,29,2016/07/09,无,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,3,14,11,2,1,装修,暂无,4871.00,0.00,2321.00,3493.72
127962063,男,28,2018/06/16,无,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,2,2,0,0,旅游,暂无,6080.00,4782.76,6080.00,7174.14
127962064,女,23,2016/09/19,无,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,"30,000.00",1,2,1,1,0,日常消费,暂无,8000.00,8985.20,8000.00,10782.24
127962066,男,27,2017/03/06,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,4,25,25,0,0,日常消费,暂无,20826.00,0.00,9000.00,12613.72
