ID,性别,性别2,年龄,注册时间,文化程度,文化程度2,毕业院校,学习形式,征信记录,借款用途,还款来源,工作信息,收入情况,收入情况2,网络借贷平台待还余额,成功借款次数,成功还款次数,正常还清次数,逾期（0-15天）还清次数,逾期（15天以上）还清次数,资金运用情况,其他事项,累计借款金额,待还金额,单笔最高借款金额,历史最高负债
127921047,女,2,26,2017/3/6,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,5,16,16,0,0,日常消费,暂无,20278,0,9500,10954.98
127921048,男,1,24,2016/4/15,无,1,无,无,暂未提供,医疗,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,2,18,12,3,3,医疗,暂无,1662,0,1000,1151.74
127921049,男,1,26,2014/12/30,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,2000-5000（含2000）,2,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
127921050,男,1,21,2016/2/26,无,1,无,无,暂未提供,旅游,经营收入,暂未提供,5000-8000（含5000）,3,"2,400.00",1,3,3,0,0,旅游,暂无,1500,0,1500,1769.88
127921051,男,1,28,2018/7/4,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
127921055,男,1,25,2018/8/31,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,2000-5000（含2000）,2,500,0,0,0,0,0,旅游,暂无,0,0,0,0
127921056,男,1,22,2016/6/10,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,4,10,9,1,0,日常消费,暂无,4240,0,2300,2713.53
127921059,男,1,36,2015/8/22,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,6,1,5,0,日常消费,暂无,600,0,600,700.38
127921061,男,1,38,2016/1/25,无,1,无,无,有逾期,其他贷款,日常消费,经营收入,8000-15000（含8000）,4,暂未提供,8,39,39,0,0,日常消费,暂无,23858,0,6560,8772.31
127921062,男,1,24,2018/7/13,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,2,2,0,0,日常消费,暂无,500,566.6,500,679.92
127921069,女,2,26,2017/10/18,无,1,无,无,暂未提供,装修,薪资收入,私营业主,8000-15000（含8000）,4,"10,594.00",2,7,6,1,0,装修,暂无,9000,0,8000,10423.25
127921071,男,1,42,2017/1/9,无,1,无,无,暂未提供,装修,经营收入,暂未提供,8000-15000（含8000）,4,暂未提供,9,43,40,3,0,装修,暂无,21367,3710.31,3436,8354.12
127921073,男,1,32,2017/3/1,无,1,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,3,暂未提供,9,64,49,14,0,日常消费,暂无,14195,1213.1,3000,7090.81
127921074,男,1,26,2016/9/3,本科,3,西北师范大学,普通,暂未提供,装修,薪资收入,暂未提供,2000-5000（含2000）,2,"7,500.00",8,43,30,10,0,装修,暂无,32055,17682.9,7100,18684.92
127921078,女,2,36,2016/11/24,无,1,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,3,暂未提供,3,30,25,5,0,日常消费,暂无,7225,0,3100,6023.64
127921080,男,1,31,2016/9/27,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,"46,272.00",12,35,35,0,0,日常消费,暂无,57053,7023.24,11500,14594.85
127921081,女,2,31,2018/5/6,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,5,暂未提供,2,9,9,0,0,日常消费,暂无,5639,0,4550,6187.89
127921082,女,2,37,2017/12/11,无,1,无,无,暂未提供,日常消费,个人存款,暂未提供,5000-8000（含5000）,3,暂未提供,1,2,2,0,0,日常消费,暂无,12800,14352.7,12800,17223.24
127921085,女,2,33,2017/6/1,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,4,16,13,3,0,日常消费,暂无,6372,2166.95,2537,3474.3
127921088,女,2,31,2016/9/18,本科,3,南京大学,网络教育,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,"62,054.00",18,86,86,0,0,日常消费,暂无,36826,0,5216,12970.21
127921089,男,1,35,2016/11/13,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,"14,437.00",0,0,0,0,0,日常消费,暂无,0,0,0,0
127921091,男,1,38,2016/9/28,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,15,122,114,6,0,日常消费,暂无,60151,9100.48,8700,22978.05
127921092,男,1,24,2017/12/24,无,1,无,无,有逾期,信用卡,日常消费,薪资收入,2000-5000（含2000）,2,暂未提供,2,5,5,0,0,日常消费,暂无,4836,4637.96,3000,5148.54
127921093,女,2,39,2016/10/13,无,1,无,无,暂未提供,装修,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,24,155,154,1,0,装修,暂无,38720,7189.41,3800,11950.4
127921097,男,1,41,2017/7/7,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,2,18,16,2,0,日常消费,暂无,9911,0,8000,9457.02
127921098,男,1,36,2017/8/30,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,"18,820.00",4,12,12,0,0,日常消费,暂无,9290,0,7000,8346.3
127921100,男,1,19,2018/1/6,无,1,无,无,暂未提供,旅游,经营收入,暂未提供,2000-5000（含2000）,2,暂未提供,2,10,10,0,0,旅游,暂无,1803,1092.59,1250,1747.64
127921101,男,1,24,2017/7/22,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,3,24,11,11,2,日常消费,暂无,2690,0,1200,2980.61
127921103,男,1,29,2016/8/29,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
127921104,男,1,34,2016/4/29,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,10,73,46,25,2,日常消费,暂无,19630,0,3000,10070.25
127921105,女,2,36,2018/7/5,无,1,无,无,暂未提供,装修,经营收入,私营业主,15000及以上,5,暂未提供,1,0,0,0,0,装修,暂无,6700,9111.72,6700,9111.72
127921106,男,1,28,2017/2/10,专科,2,郑州轻工业学院,普通,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,"181,311.00",0,0,0,0,0,日常消费,暂无,0,0,0,0
127921108,男,1,23,2017/10/22,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,1,6,6,0,0,日常消费,暂无,4000,0,4000,4567.44
127921109,男,1,25,2018/9/10,无,1,无,无,暂未提供,日常消费,经营收入,暂未提供,8000-15000（含8000）,4,"10,000.00",0,0,0,0,0,日常消费,暂无,0,0,0,0
127921111,女,2,27,2017/1/10,无,1,无,无,暂未提供,兼职创业,薪资收入,暂未提供,2000-5000（含2000）,2,"1,673.00",1,4,3,1,0,兼职创业,暂无,4000,3504.01,4000,5438.2
127921113,男,1,28,2017/7/23,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,2000-5000（含2000）,2,暂未提供,1,12,7,5,0,日常消费,暂无,2000,0,2000,2472.24
127921114,男,1,38,2016/11/3,无,1,无,无,暂未提供,装修,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,7,41,38,2,0,装修,暂无,13008,2608.4,3948,5595.36
127921116,男,1,23,2016/10/12,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,"6,926.00",16,42,42,0,0,日常消费,暂无,15993,2244.97,2750,3854.44
127921117,男,1,19,2017/7/21,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,4,14,11,3,0,日常消费,暂无,5438,528.48,2000,2385.8
127921118,男,1,22,2018/2/21,无,1,无,无,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,2,2,0,0,医疗,暂无,2400,1887.92,2400,2831.88
127921122,女,2,35,2015/3/18,专科,2,宜宾学院,成人,暂未提供,装修,薪资收入,暂未提供,2000-5000（含2000）,2,"127,909.00",6,26,26,0,0,装修,暂无,18700,0,6000,9118.59
127921123,女,2,25,2018/6/13,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,"26,425.00",0,0,0,0,0,日常消费,暂无,0,0,0,0
127921125,男,1,20,2016/9/24,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,5,19,16,3,0,日常消费,暂无,9357,0,3357,6843.6
127921126,女,2,23,2016/3/6,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,2,16,12,4,0,日常消费,暂无,10300,4032.6,6100,7782.1
127921129,男,1,23,2017/3/25,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,7,13,13,0,0,日常消费,暂无,6579,0,1750,3048.21
127921130,男,1,23,2018/1/2,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
127921131,女,2,22,2018/3/1,专科,2,齐鲁工业大学,成人,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,"81,164.00",1,3,3,0,0,日常消费,暂无,11000,11127.33,11000,14836.44
127921132,男,1,18,2018/5/6,无,1,无,无,暂未提供,医疗,薪资收入,公务员,8000-15000（含8000）,4,暂未提供,1,4,4,0,0,医疗,暂无,600,497.28,600,809.16
127921133,男,1,23,2017/7/1,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
127921134,男,1,28,2015/11/6,无,1,无,无,暂未提供,旅游,经营收入,私营业主,15000及以上,5,暂未提供,1,4,4,0,0,旅游,暂无,1800,1565.44,1800,2447.16
127921135,男,1,19,2017/12/24,无,1,无,无,无逾期,旅游,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,3,15,15,0,0,旅游,暂无,3464,1238.38,2000,3034.57
127921137,女,2,32,2017/4/9,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,5,30,25,5,0,日常消费,暂无,12422,1458.14,4200,5325.06
127921138,男,1,21,2017/9/3,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,2000-5000（含2000）,2,暂未提供,1,1,1,0,0,日常消费,暂无,500,0,500,581.66
127921139,男,1,29,2017/11/26,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,暂未提供,2,7,7,0,0,日常消费,暂无,10000,7143.5,7500,9373.8
127921140,男,1,20,2018/8/5,无,1,无,无,暂未提供,日常消费,个人存款,暂未提供,2000以下,1,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
127921141,男,1,39,2016/4/7,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,5,暂未提供,4,35,35,0,0,日常消费,暂无,19957,1987.05,8200,11936.97
127921142,男,1,36,2018/5/15,无,1,无,无,暂未提供,装修,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,1,2,1,1,0,装修,暂无,2400,1887.92,2400,2858.77
127921143,女,2,35,2015/9/23,专科,2,滨州学院,普通,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,4,18,17,1,0,日常消费,暂无,13017,4332.78,7500,10199.94
127921146,男,1,25,2018/5/14,专科,2,中国地质大学(武汉),网络教育,暂未提供,医疗,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,1,3,3,0,0,医疗,暂无,3000,3059.91,3000,4079.88
127921148,男,1,30,2015/10/29,专科,2,南阳师范学院,成人,无逾期,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,17,92,87,5,0,日常消费,暂无,88747,11518.98,15120,17737.68
127921150,男,1,27,2017/12/21,专科,2,燕山大学,成人,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,2,10,4,6,0,日常消费,暂无,3300,1952.52,2500,3399.06
127921151,男,1,19,2016/12/6,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,4,28,28,0,0,日常消费,暂无,3020,425.92,806,1390.94
127921152,男,1,39,2016/7/2,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,"2,585.00",1,2,1,1,0,日常消费,暂无,2585,2033.44,2585,3075.74
127921153,男,1,18,2018/9/7,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,0,0,0,0,0,旅游,暂无,0,0,0,0
127921157,女,2,34,2016/4/28,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,"20,177.00",1,3,3,0,0,日常消费,暂无,3500,0,3500,4106.85
127921160,女,2,30,2016/12/14,无,1,无,无,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,9,78,73,5,0,医疗,暂无,14100,0,4000,10854.72
127921164,男,1,25,2018/2/11,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,15000及以上,5,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
127921166,男,1,30,2016/10/19,无,1,无,无,有逾期,信用卡，其他贷款,日常消费,薪资收入,5000-8000（含5000）,3,暂未提供,13,39,32,6,0,日常消费,暂无,32183,0,8420,13356.4
127921169,男,1,42,2017/12/2,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,暂未提供,2,10,10,0,0,日常消费,暂无,7100,945.7,3600,4489.65
127921171,女,2,27,2017/2/3,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,1,3,2,1,0,日常消费,暂无,3000,1634.88,3000,3539.76
127921173,女,2,24,2016/1/16,本科,3,武汉工商学院,普通,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,3,0,3,0,日常消费,暂无,3500,2064.84,3500,4165.46
127921174,男,1,32,2018/3/24,无,1,无,无,暂未提供,医疗,经营收入,私营业主,2000-5000（含2000）,2,"6,721.00",3,9,9,0,0,医疗,暂无,5100,3572.37,4000,5439
127921177,男,1,27,2015/7/24,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,5,31,12,18,0,旅游,暂无,9703,0,3000,4488.19
127921178,男,1,30,2017/9/25,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,1,3,2,1,0,日常消费,暂无,1000,0,1000,1182.55
127921181,男,1,28,2018/1/13,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,8,4,3,0,日常消费,暂无,2000,1097.31,2000,2719.28
127921183,男,1,24,2018/1/9,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,8,6,2,0,日常消费,暂无,1500,639.8,1500,2049.48
127921184,女,2,33,2016/11/6,专科,2,河南教育学院,成人,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,12,43,37,5,0,日常消费,暂无,50060,1131.1,11000,12695.87
127921186,男,1,32,2015/12/30,专科,2,广州大学,普通,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,13,64,41,23,0,日常消费,暂无,30395,5023.19,4839,10635.4
127921190,男,1,41,2016/8/18,无,1,无,无,暂未提供,日常消费,个人存款,暂未提供,2000-5000（含2000）,2,暂未提供,5,34,33,1,0,日常消费,暂无,6490,1269,3000,3983.83
127921192,女,2,36,2016/12/21,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,12,63,62,1,0,日常消费,暂无,26831,4673.18,9500,11173.68
127921193,男,1,25,2014/11/8,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,3,500,1,4,4,0,0,旅游,暂无,1400,0,1400,1651.86
127921195,男,1,27,2018/1/29,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,3,7,7,0,0,日常消费,暂无,7591,6366.89,6000,8159.88
127921197,男,1,24,2017/8/23,专科,2,南京工程学院,成人,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,3,2,1,0,日常消费,暂无,1500,884.91,1500,1794.99
127921198,女,2,23,2016/7/31,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,603,4,24,23,1,0,日常消费,暂无,11326,5870.31,4969,8356.29
127921199,女,2,20,2016/5/30,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,600,1,6,1,4,1,日常消费,暂无,1800,0,1800,1792.4
127921201,男,1,40,2018/6/18,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,2,2,0,0,日常消费,暂无,7600,5940.24,7600,8910.36
127921202,女,2,19,2017/4/19,无,1,无,无,暂未提供,日常消费,个人存款,暂未提供,2000以下,1,暂未提供,2,9,8,1,0,日常消费,暂无,1500,0,1000,1133.22
127921204,男,1,41,2014/11/8,无,1,无,无,暂未提供,旅游,经营收入,暂未提供,5000-8000（含5000）,3,"64,193.00",10,58,57,1,0,旅游,暂无,34775,5448.87,8400,12286.67
127921206,男,1,31,2018/6/3,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,4,4,0,0,日常消费,暂无,1000,0,1000,1179.9
127921209,男,1,29,2016/11/27,专科,2,安徽水利水电职业技术学院,普通,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,暂未提供,1,2,2,0,0,日常消费,暂无,8000,2906.63,8000,8719.89
127921211,男,1,26,2018/1/4,专科,2,绵阳职业技术学院,成人,暂未提供,装修,投资收入,暂未提供,2000-5000（含2000）,2,"14,629.00",5,14,11,3,0,装修,暂无,15091,12764.26,4500,14814.66
127921212,男,1,31,2017/5/15,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,3,15,10,4,1,日常消费,暂无,3000,0,1000,1269.81
127921213,男,1,27,2016/6/25,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,4,4,0,0,日常消费,暂无,15000,12033.84,15000,18050.76
127921215,男,1,30,2017/3/22,无,1,无,无,暂未提供,医疗,个人存款,暂未提供,5000-8000（含5000）,3,暂未提供,4,24,21,3,0,医疗,暂无,5580,1585.46,2000,3389.76
127921218,男,1,21,2017/2/20,无,1,无,无,暂未提供,旅游,个人存款,暂未提供,5000-8000（含5000）,3,"2,480.00",0,0,0,0,0,旅游,暂无,0,0,0,0
127921221,女,2,42,2016/9/7,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,9,55,50,5,0,日常消费,暂无,27431,802.46,4875,12046.14
127921222,男,1,22,2017/10/23,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,2,10,6,4,0,日常消费,暂无,3250,0,2250,2867.57
127921223,男,1,22,2017/12/14,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,2,暂未提供,2,13,12,1,0,日常消费,暂无,3723,1706.72,3000,4079.04
127921230,男,1,26,2017/5/9,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,14,57,55,2,0,日常消费,暂无,30846,8375.92,4300,9916.59
127921233,男,1,27,2016/8/2,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,8000-15000（含8000）,4,"5,800.00",18,98,94,4,0,日常消费,暂无,38162,5502.45,5172,10013.17
127921235,男,1,41,2017/5/10,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,8000-15000（含8000）,4,暂未提供,13,68,64,4,0,日常消费,暂无,23905,4596,4700,9751.25
127921236,男,1,22,2015/11/5,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,"1,000.00",1,3,3,0,0,日常消费,暂无,900,917.91,900,1223.88
127921237,男,1,34,2016/10/6,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,5,"73,543.00",1,2,2,0,0,日常消费,暂无,4000,3146.4,4000,4719.6
127921239,男,1,26,2017/11/18,无,1,无,无,有逾期,其他贷款,日常消费,薪资收入,2000-5000（含2000）,2,暂未提供,1,4,4,0,0,日常消费,暂无,1000,836.32,1000,1359.88
127921240,女,2,49,2017/4/10,无,1,无,无,暂未提供,生产经营,投资收入,暂未提供,5000-8000（含5000）,3,暂未提供,5,30,26,4,0,生产经营,暂无,14071,0,6100,6510.66
